id,"code","name","definition","source_id/id","system"
hc_med.form_404218003,"404218003","Drop - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_413516001,"413516001","Ampule - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_413568008,"413568008","Application - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_413769002,"413769002","Case - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_415215001,"415215001","Puff - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_415505006,"415505006","Scoop - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_415702006,"415702006","Tablespoonful - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_415703001,"415703001","Teaspoonful - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_415818006,"415818006","Vial - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_418445004,"418445004","Box - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_418530008,"418530008","Tube - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_418836005,"418836005","Base - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_419179001,"419179001","Kit - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_419672006,"419672006","Bottle - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_419694003,"419694003","Spray - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_419702001,"419702001","Patch - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_419888008,"419888008","Packet - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_420401004,"420401004","Swab - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_421496007,"421496007","Glassful - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_421823004,"421823004","Pad - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_421954001,"421954001","Dropperful - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_422237004,"422237004","Inhalation - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_425565005,"425565005","Blister - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
hc_med.form_426148002,"426148002","Sachet - unit of product usage (qualifier value)","","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
